"lateralorbitofrontal_1"
"lateralorbitofrontal_2"
"parsorbitalis_1"
"frontalpole_1"
"medialorbitofrontal_1"
"parstriangularis_1"
"parsopercularis_1"
"rostralmiddlefrontal_1"
"rostralmiddlefrontal_2"
"rostralmiddlefrontal_3"
"superiorfrontal_1"
"superiorfrontal_2"
"superiorfrontal_3"
"superiorfrontal_4"
"caudalmiddlefrontal_1"
"precentral_1"
"precentral_2"
"precentral_3"
"precentral_4"
"paracentral_1"
"rostralanteriorcingulate_1"
"caudalanteriorcingulate_1"
"posteriorcingulate_1"
"isthmuscingulate_1"
"postcentral_1"
"postcentral_2"
"postcentral_3"
"supramarginal_1"
"supramarginal_2"
"superiorparietal_1"
"superiorparietal_2"
"superiorparietal_3"
"inferiorparietal_1"
"inferiorparietal_2"
"precuneus_1"
"precuneus_2"
"cuneus_1"
"pericalcarine_1"
"lateraloccipital_1"
"lateraloccipital_2"
"lingual_1"
"lingual_2"
"fusiform_1"
"fusiform_2"
"parahippocampal_1"
"entorhinal_1"
"temporalpole_1"
"inferiortemporal_1"
"inferiortemporal_2"
"middletemporal_1"
"middletemporal_2"
"bankssts_1"
"superiortemporal_1"
"superiortemporal_2"
"transversetemporal_1"
"insula_1"
"insula_2"
