"lateralorbitofrontal_9"
"lateralorbitofrontal_11"
"lateralorbitofrontal_5"
"lateralorbitofrontal_6"
"lateralorbitofrontal_7"
"lateralorbitofrontal_10"
"lateralorbitofrontal_4"
"lateralorbitofrontal_17"
"lateralorbitofrontal_8"
"lateralorbitofrontal_15"
"lateralorbitofrontal_13"
"lateralorbitofrontal_12"
"lateralorbitofrontal_1"
"lateralorbitofrontal_3"
"lateralorbitofrontal_16"
"lateralorbitofrontal_14"
"lateralorbitofrontal_2"
"parsorbitalis_4"
"parsorbitalis_1"
"parsorbitalis_2"
"parsorbitalis_3"
"frontalpole_2"
"frontalpole_1"
"medialorbitofrontal_1"
"medialorbitofrontal_9"
"medialorbitofrontal_7"
"medialorbitofrontal_3"
"medialorbitofrontal_10"
"medialorbitofrontal_8"
"medialorbitofrontal_5"
"medialorbitofrontal_4"
"medialorbitofrontal_2"
"medialorbitofrontal_6"
"medialorbitofrontal_11"
"parstriangularis_8"
"parstriangularis_5"
"parstriangularis_3"
"parstriangularis_4"
"parstriangularis_1"
"parstriangularis_2"
"parstriangularis_7"
"parstriangularis_6"
"parsopercularis_8"
"parsopercularis_4"
"parsopercularis_5"
"parsopercularis_9"
"parsopercularis_3"
"parsopercularis_1"
"parsopercularis_7"
"parsopercularis_6"
"parsopercularis_2"
"rostralmiddlefrontal_19"
"rostralmiddlefrontal_21"
"rostralmiddlefrontal_16"
"rostralmiddlefrontal_22"
"rostralmiddlefrontal_24"
"rostralmiddlefrontal_10"
"rostralmiddlefrontal_20"
"rostralmiddlefrontal_15"
"rostralmiddlefrontal_18"
"rostralmiddlefrontal_7"
"rostralmiddlefrontal_25"
"rostralmiddlefrontal_23"
"rostralmiddlefrontal_4"
"rostralmiddlefrontal_27"
"rostralmiddlefrontal_14"
"rostralmiddlefrontal_17"
"rostralmiddlefrontal_9"
"rostralmiddlefrontal_12"
"rostralmiddlefrontal_2"
"rostralmiddlefrontal_13"
"rostralmiddlefrontal_11"
"rostralmiddlefrontal_3"
"rostralmiddlefrontal_5"
"rostralmiddlefrontal_8"
"rostralmiddlefrontal_26"
"rostralmiddlefrontal_1"
"rostralmiddlefrontal_6"
"superiorfrontal_40"
"superiorfrontal_4"
"superiorfrontal_3"
"superiorfrontal_14"
"superiorfrontal_7"
"superiorfrontal_23"
"superiorfrontal_10"
"superiorfrontal_39"
"superiorfrontal_19"
"superiorfrontal_29"
"superiorfrontal_1"
"superiorfrontal_27"
"superiorfrontal_30"
"superiorfrontal_15"
"superiorfrontal_2"
"superiorfrontal_11"
"superiorfrontal_37"
"superiorfrontal_8"
"superiorfrontal_36"
"superiorfrontal_25"
"superiorfrontal_24"
"superiorfrontal_38"
"superiorfrontal_20"
"superiorfrontal_5"
"superiorfrontal_22"
"superiorfrontal_21"
"superiorfrontal_12"
"superiorfrontal_18"
"superiorfrontal_42"
"superiorfrontal_13"
"superiorfrontal_32"
"superiorfrontal_33"
"superiorfrontal_28"
"superiorfrontal_41"
"superiorfrontal_16"
"superiorfrontal_6"
"superiorfrontal_9"
"superiorfrontal_17"
"superiorfrontal_31"
"superiorfrontal_35"
"superiorfrontal_34"
"superiorfrontal_26"
"caudalmiddlefrontal_8"
"caudalmiddlefrontal_4"
"caudalmiddlefrontal_2"
"caudalmiddlefrontal_3"
"caudalmiddlefrontal_7"
"caudalmiddlefrontal_5"
"caudalmiddlefrontal_11"
"caudalmiddlefrontal_10"
"caudalmiddlefrontal_1"
"caudalmiddlefrontal_9"
"caudalmiddlefrontal_6"
"precentral_12"
"precentral_35"
"precentral_28"
"precentral_36"
"precentral_31"
"precentral_5"
"precentral_21"
"precentral_1"
"precentral_8"
"precentral_20"
"precentral_34"
"precentral_2"
"precentral_23"
"precentral_19"
"precentral_22"
"precentral_26"
"precentral_6"
"precentral_10"
"precentral_3"
"precentral_9"
"precentral_4"
"precentral_32"
"precentral_16"
"precentral_15"
"precentral_30"
"precentral_18"
"precentral_27"
"precentral_7"
"precentral_11"
"precentral_14"
"precentral_33"
"precentral_24"
"precentral_13"
"precentral_29"
"precentral_25"
"precentral_17"
"paracentral_1"
"paracentral_9"
"paracentral_4"
"paracentral_2"
"paracentral_3"
"paracentral_5"
"paracentral_12"
"paracentral_6"
"paracentral_10"
"paracentral_11"
"paracentral_7"
"paracentral_8"
"rostralanteriorcingulate_2"
"rostralanteriorcingulate_1"
"rostralanteriorcingulate_4"
"rostralanteriorcingulate_3"
"caudalanteriorcingulate_1"
"caudalanteriorcingulate_6"
"caudalanteriorcingulate_4"
"caudalanteriorcingulate_2"
"caudalanteriorcingulate_3"
"caudalanteriorcingulate_5"
"posteriorcingulate_8"
"posteriorcingulate_1"
"posteriorcingulate_7"
"posteriorcingulate_2"
"posteriorcingulate_5"
"posteriorcingulate_3"
"posteriorcingulate_9"
"posteriorcingulate_4"
"posteriorcingulate_6"
"isthmuscingulate_3"
"isthmuscingulate_1"
"isthmuscingulate_2"
"isthmuscingulate_4"
"isthmuscingulate_5"
"isthmuscingulate_6"
"postcentral_24"
"postcentral_26"
