"lateralorbitofrontal_9"
"lateralorbitofrontal_4"
"lateralorbitofrontal_6"
"lateralorbitofrontal_3"
"lateralorbitofrontal_13"
"lateralorbitofrontal_2"
"lateralorbitofrontal_16"
"lateralorbitofrontal_7"
"lateralorbitofrontal_10"
"lateralorbitofrontal_12"
"lateralorbitofrontal_14"
"lateralorbitofrontal_11"
"lateralorbitofrontal_8"
"lateralorbitofrontal_5"
"lateralorbitofrontal_1"
"lateralorbitofrontal_15"
"parsorbitalis_3"
"parsorbitalis_2"
"parsorbitalis_1"
"parsorbitalis_4"
"frontalpole_1"
"frontalpole_2"
"medialorbitofrontal_6"
"medialorbitofrontal_8"
"medialorbitofrontal_4"
"medialorbitofrontal_5"
"medialorbitofrontal_3"
"medialorbitofrontal_10"
"medialorbitofrontal_9"
"medialorbitofrontal_7"
"medialorbitofrontal_1"
"medialorbitofrontal_2"
"parstriangularis_3"
"parstriangularis_4"
"parstriangularis_7"
"parstriangularis_5"
"parstriangularis_6"
"parstriangularis_2"
"parstriangularis_1"
"parsopercularis_6"
"parsopercularis_7"
"parsopercularis_2"
"parsopercularis_9"
"parsopercularis_8"
"parsopercularis_4"
"parsopercularis_10"
"parsopercularis_3"
"parsopercularis_5"
"parsopercularis_1"
"rostralmiddlefrontal_17"
"rostralmiddlefrontal_15"
"rostralmiddlefrontal_13"
"rostralmiddlefrontal_9"
"rostralmiddlefrontal_19"
"rostralmiddlefrontal_16"
"rostralmiddlefrontal_6"
"rostralmiddlefrontal_22"
"rostralmiddlefrontal_4"
"rostralmiddlefrontal_26"
"rostralmiddlefrontal_18"
"rostralmiddlefrontal_24"
"rostralmiddlefrontal_5"
"rostralmiddlefrontal_10"
"rostralmiddlefrontal_21"
"rostralmiddlefrontal_23"
"rostralmiddlefrontal_12"
"rostralmiddlefrontal_11"
"rostralmiddlefrontal_8"
"rostralmiddlefrontal_20"
"rostralmiddlefrontal_7"
"rostralmiddlefrontal_14"
"rostralmiddlefrontal_3"
"rostralmiddlefrontal_2"
"rostralmiddlefrontal_25"
"rostralmiddlefrontal_1"
"superiorfrontal_11"
"superiorfrontal_32"
"superiorfrontal_8"
"superiorfrontal_14"
"superiorfrontal_16"
"superiorfrontal_10"
"superiorfrontal_35"
"superiorfrontal_42"
"superiorfrontal_24"
"superiorfrontal_39"
"superiorfrontal_23"
"superiorfrontal_9"
"superiorfrontal_1"
"superiorfrontal_38"
"superiorfrontal_45"
"superiorfrontal_12"
"superiorfrontal_4"
"superiorfrontal_21"
"superiorfrontal_29"
"superiorfrontal_44"
"superiorfrontal_19"
"superiorfrontal_30"
"superiorfrontal_28"
"superiorfrontal_22"
"superiorfrontal_27"
"superiorfrontal_20"
"superiorfrontal_37"
"superiorfrontal_40"
"superiorfrontal_36"
"superiorfrontal_7"
"superiorfrontal_2"
"superiorfrontal_18"
"superiorfrontal_34"
"superiorfrontal_33"
"superiorfrontal_3"
"superiorfrontal_31"
"superiorfrontal_25"
"superiorfrontal_5"
"superiorfrontal_15"
"superiorfrontal_43"
"superiorfrontal_26"
"superiorfrontal_6"
"superiorfrontal_13"
"superiorfrontal_17"
"superiorfrontal_41"
"caudalmiddlefrontal_9"
"caudalmiddlefrontal_8"
"caudalmiddlefrontal_1"
"caudalmiddlefrontal_13"
"caudalmiddlefrontal_5"
"caudalmiddlefrontal_3"
"caudalmiddlefrontal_6"
"caudalmiddlefrontal_11"
"caudalmiddlefrontal_4"
"caudalmiddlefrontal_12"
"caudalmiddlefrontal_7"
"caudalmiddlefrontal_2"
"caudalmiddlefrontal_10"
"precentral_31"
"precentral_30"
"precentral_12"
"precentral_17"
"precentral_24"
"precentral_33"
"precentral_3"
"precentral_19"
"precentral_26"
"precentral_21"
"precentral_10"
"precentral_2"
"precentral_16"
"precentral_35"
"precentral_9"
"precentral_4"
"precentral_13"
"precentral_14"
"precentral_5"
"precentral_6"
"precentral_25"
"precentral_27"
"precentral_20"
"precentral_29"
"precentral_11"
"precentral_18"
"precentral_8"
"precentral_15"
"precentral_32"
"precentral_1"
"precentral_22"
"precentral_7"
"precentral_34"
"precentral_28"
"precentral_23"
"paracentral_7"
"paracentral_1"
"paracentral_8"
"paracentral_2"
"paracentral_10"
"paracentral_9"
"paracentral_3"
"paracentral_4"
"paracentral_6"
"paracentral_5"
"paracentral_11"
"rostralanteriorcingulate_1"
"rostralanteriorcingulate_4"
"rostralanteriorcingulate_3"
"rostralanteriorcingulate_2"
"rostralanteriorcingulate_5"
"caudalanteriorcingulate_5"
"caudalanteriorcingulate_4"
"caudalanteriorcingulate_1"
"caudalanteriorcingulate_2"
"caudalanteriorcingulate_3"
"posteriorcingulate_5"
"posteriorcingulate_4"
"posteriorcingulate_8"
"posteriorcingulate_2"
"posteriorcingulate_3"
"posteriorcingulate_6"
"posteriorcingulate_9"
"posteriorcingulate_7"
"posteriorcingulate_1"
"isthmuscingulate_4"
"isthmuscingulate_6"
"isthmuscingulate_7"
"isthmuscingulate_1"
"isthmuscingulate_4"
"isthmuscingulate_2"
"isthmuscingulate_3"
"postcentral_6"
"postcentral_23"
"postcentral_28"
"postcentral_2"
"postcentral_14"
"postcentral_24"
"postcentral_18"
"postcentral_25"
"postcentral_16"
"postcentral_21"
"postcentral_22"
"postcentral_29"
"postcentral_30"
"postcentral_13"
"postcentral_4"
"postcentral_17"
"postcentral_8"
"postcentral_31"
"postcentral_3"
"postcentral_1"
"postcentral_9"
"postcentral_26"
"postcentral_27"
"postcentral_12"
"postcentral_10"
"postcentral_20"
"postcentral_15"
"postcentral_11"
"postcentral_19"
"postcentral_5"
"postcentral_7"
"supramarginal_1"
"supramarginal_7"
"supramarginal_5"
"supramarginal_14"
"supramarginal_13"
"supramarginal_2"
"supramarginal_3"
"supramarginal_12"
"supramarginal_6"
"supramarginal_11"
"supramarginal_17"
"supramarginal_4"
"supramarginal_16"
"supramarginal_15"
"supramarginal_19"
"supramarginal_8"
"supramarginal_10"
"supramarginal_9"
"supramarginal_20"
"supramarginal_21"
"supramarginal_18"
"superiorparietal_26"
