lateralorbitofrontal
parsorbitalis
frontalpole
medialorbitofrontal
parstriangularis
parsopercularis
rostralmiddlefrontal
superiorfrontal
caudalmiddlefrontal
precentral
paracentral
rostralanteriorcingulate
caudalanteriorcingulate
posteriorcingulate
isthmuscingulate
postcentral
supramarginal
superiorparietal
inferiorparietal
precuneus
cuneus
pericalcarine
lateraloccipital
lingual
fusiform
parahippocampal
entorhinal
temporalpole
inferiortemporal
middletemporal
bankssts
superiortemporal
transversetemporal
thalamus
caudate
putamen
pallidum
accumbens
subthalamus
hippocampus
amygdala
lateralorbitofrontal
parsorbitalis
frontalpole
medialorbitofrontal
parstriangularis
parsopercularis
rostralmiddlefrontal
superiorfrontal
caudalmiddlefrontal
precentral
paracentral
rostralanteriorcingulate
caudalanteriorcingulate
posteriorcingulate
isthmuscingulate
postcentral
supramarginal
superiorparietal
inferiorparietal
precuneus
cuneus
pericalcarine
lateraloccipital
lingual
fusiform
parahippocampal
entorhinal
temporalpole
inferiortemporal
middletemporal
bankssts
superiortemporal
transversetemporal
thalamus
caudate
putamen
pallidum
accumbens
subthalamus
hippocampus
amygdala
brainstem
